transaction_id,customer_id,amount,previous_successes,previous_failures,customer_age_days,is_subscription,is_active,failure_reason,failed,recovered
T102199,C1386,2047.41,7,1,998,1,1,technical_error,1,1
T102200,C1344,1414.03,2,1,1495,0,0,authentication_failure,0,1
T102201,C1584,602.45,3,1,1325,0,1,insufficient_funds,0,1
T102202,C1395,1182.74,4,1,1324,1,1,expired_method,0,1
T102203,C1064,1137.4,10,0,378,1,1,expired_method,1,1
T102204,C1717,1278.23,7,0,1297,1,1,temporary_failure,0,1
T102205,C1721,1935.63,7,0,1305,0,1,checkout_abandoned,0,1
T102206,C1072,2274.9,4,0,78,0,0,authentication_failure,0,1
T102207,C1789,920.54,7,2,153,1,1,expired_method,0,1
T102208,C1274,2795.71,3,0,65,0,1,technical_error,0,1
T102209,C1320,3129.81,5,1,1110,1,1,insufficient_funds,0,1
T102210,C1338,1703.14,4,2,529,1,1,temporary_failure,0,1
T102211,C1366,2205.18,2,3,1343,0,1,temporary_failure,0,1
T102212,C1495,2802.24,5,3,99,1,1,temporary_failure,0,1
T102213,C1607,588.02,11,0,385,0,1,temporary_failure,0,1
T102214,C1166,2954.39,6,3,786,1,0,technical_error,0,1
T102215,C1544,740.6,10,1,1007,1,0,checkout_abandoned,0,1
T102216,C1011,796.7,6,2,1227,0,0,temporary_failure,0,1
T102217,C1301,1551.87,9,2,346,1,1,expired_method,0,1
T102218,C1729,268.26,5,1,515,1,1,authentication_failure,0,1
T102219,C1801,1528.0,3,0,117,0,1,technical_error,0,1
T102220,C1102,2797.09,6,1,616,1,1,expired_method,0,1
T102221,C1425,389.77,6,2,520,0,1,insufficient_funds,1,1
T102222,C1392,3031.33,3,0,330,1,0,technical_error,0,1
T102223,C1779,793.07,4,0,295,0,0,checkout_abandoned,0,1
T102224,C1214,1564.23,7,4,824,0,1,technical_error,0,1
T102225,C1691,884.32,1,0,1384,0,0,expired_method,0,1
T102226,C1088,2058.41,3,1,865,0,1,authentication_failure,0,1
T102227,C1553,2889.13,2,1,1278,1,1,temporary_failure,0,1
T102228,C1401,2176.03,4,2,596,0,1,authentication_failure,0,1
T102229,C1588,1335.44,4,0,371,1,1,expired_method,0,1
T102230,C1889,937.4,7,0,1369,0,1,checkout_abandoned,0,1
T102231,C1046,1271.59,8,0,231,0,1,temporary_failure,0,1
T102232,C1672,2190.7,3,1,725,1,1,authentication_failure,0,1
T102233,C1463,2247.78,5,1,447,1,1,checkout_abandoned,0,1
T102234,C1592,2024.58,2,2,1016,1,1,technical_error,0,1
T102235,C1310,511.87,5,1,582,0,1,authentication_failure,0,1
T102236,C1086,1316.5,5,1,457,1,1,insufficient_funds,0,1
T102237,C1092,832.91,10,0,1295,0,1,checkout_abandoned,0,1
T102238,C1660,2205.47,4,0,310,1,1,expired_method,0,1
T102239,C1673,754.66,4,2,982,1,1,authentication_failure,0,1
T102240,C1714,1880.02,5,1,558,1,1,checkout_abandoned,0,1
T102241,C1242,1083.94,4,0,1004,1,1,expired_method,0,1
T102242,C1865,327.23,4,0,1013,1,0,technical_error,0,1
T102243,C1002,2692.48,4,2,1267,1,1,expired_method,0,1
T102244,C1225,1314.27,2,1,1234,1,1,temporary_failure,1,1
T102245,C1801,3487.65,4,0,1434,0,1,expired_method,0,1
T102246,C1745,384.14,5,1,623,0,1,temporary_failure,0,1
T102247,C1589,1076.38,6,0,1143,0,0,expired_method,1,1
T102248,C1116,1138.76,6,1,571,1,1,temporary_failure,0,1
T102249,C1666,1640.33,6,2,517,0,1,insufficient_funds,0,1
T102250,C1103,495.77,5,1,900,1,1,checkout_abandoned,0,1
T102251,C1194,2014.3,6,3,848,1,1,temporary_failure,0,1
T102252,C1166,5618.09,3,1,808,0,0,insufficient_funds,0,1
T102253,C1871,1912.0,7,1,892,0,1,temporary_failure,0,1
T102254,C1090,1436.05,5,1,825,0,1,technical_error,0,1
T102255,C1686,476.71,4,2,1244,0,1,technical_error,0,1
T102256,C1122,749.43,4,2,508,0,1,insufficient_funds,1,1
T102257,C1143,1284.49,8,1,1222,0,1,checkout_abandoned,0,1
T102258,C1106,900.25,4,1,1218,1,1,authentication_failure,0,1
T102259,C1887,2891.97,4,0,1346,0,1,expired_method,0,1
T102260,C1428,1998.75,3,2,463,0,1,expired_method,0,1
T102261,C1305,10089.84,6,2,994,1,1,checkout_abandoned,0,1
T102262,C1872,641.85,3,1,258,1,0,insufficient_funds,1,0
T102263,C1317,1373.11,4,1,668,1,1,technical_error,0,1
T102264,C1635,474.56,3,0,792,0,1,technical_error,0,1
T102265,C1009,252.94,4,2,684,1,1,temporary_failure,1,1
T102266,C1774,2303.17,3,0,698,0,1,insufficient_funds,1,0
T102267,C1073,1943.92,3,0,239,0,0,insufficient_funds,1,0
T102268,C1359,705.61,4,1,233,0,1,technical_error,0,1
T102269,C1223,1436.22,2,1,63,0,1,authentication_failure,0,1
T102270,C1416,835.52,9,0,1069,1,0,authentication_failure,1,0
T102271,C1553,924.58,2,1,709,1,1,authentication_failure,0,1
T102272,C1370,1053.41,5,1,491,0,0,expired_method,0,1
T102273,C1716,683.74,5,0,595,0,1,technical_error,0,1
T102274,C1264,782.51,7,1,1333,0,1,temporary_failure,0,1
T102275,C1840,799.25,5,2,298,1,1,temporary_failure,0,1
T102276,C1690,1839.33,7,2,1461,0,0,insufficient_funds,1,1
T102277,C1860,167.22,5,3,320,0,1,temporary_failure,0,1
T102278,C1318,1129.22,3,1,467,0,1,insufficient_funds,0,1
T102279,C1084,592.43,2,1,60,0,1,temporary_failure,0,1
T102280,C1318,608.71,5,0,1132,1,1,insufficient_funds,0,1
T102281,C1111,903.03,7,1,351,1,1,expired_method,0,1
T102282,C1251,1325.1,6,0,572,0,1,temporary_failure,0,1
T102283,C1383,1140.46,4,1,992,0,1,insufficient_funds,0,1
T102284,C1007,603.02,7,0,1418,0,1,technical_error,0,1
T102285,C1459,2301.4,4,1,466,1,1,authentication_failure,0,1
T102286,C1084,680.65,6,1,1337,0,1,temporary_failure,1,0
T102287,C1208,771.99,4,0,760,0,1,insufficient_funds,1,0
T102288,C1390,1658.0,7,0,861,0,1,technical_error,0,1
T102289,C1314,1703.22,5,0,275,0,1,insufficient_funds,1,0
T102290,C1022,846.6,4,0,35,1,1,insufficient_funds,1,0
T102291,C1410,148.1,4,2,1083,0,1,technical_error,0,1
T102292,C1895,689.44,7,0,952,0,0,temporary_failure,0,1
T102293,C1515,1512.34,4,0,650,1,1,checkout_abandoned,0,1
T102294,C1127,2244.99,6,2,374,1,1,expired_method,0,1
T102295,C1809,1262.09,3,0,1178,0,0,technical_error,0,1
T102296,C1700,935.2,8,0,154,0,1,temporary_failure,0,1
T102297,C1874,7479.4,3,0,176,1,1,technical_error,0,1
T102298,C1014,1012.96,4,2,1076,0,0,checkout_abandoned,0,1
T102299,C1012,2120.01,3,3,981,1,1,expired_method,0,1
T102300,C1087,492.11,6,0,1048,0,0,checkout_abandoned,1,1
T102301,C1524,591.33,6,0,138,0,1,technical_error,0,1
T102302,C1537,2176.55,4,2,67,0,0,temporary_failure,0,1
T102303,C1301,2931.94,4,0,63,0,1,technical_error,0,1
T102304,C1243,999.96,3,2,1257,0,0,expired_method,0,1
T102305,C1122,334.8,5,3,142,1,1,temporary_failure,0,1
T102306,C1147,1181.25,4,0,1276,0,1,temporary_failure,0,1
T102307,C1567,1543.88,4,0,219,1,0,technical_error,0,1
T102308,C1750,1442.47,4,3,251,1,1,technical_error,0,1
T102309,C1356,877.83,3,2,392,0,0,technical_error,0,1
T102310,C1685,1194.33,5,1,1243,1,1,insufficient_funds,0,1
T102311,C1733,763.31,3,2,224,1,1,technical_error,0,1
T102312,C1631,581.8,4,3,1277,0,1,insufficient_funds,1,1
T102313,C1309,2360.79,7,1,1104,0,0,temporary_failure,0,1
T102314,C1695,1441.37,1,1,823,1,1,expired_method,0,1
T102315,C1288,1196.3,5,0,1123,1,1,technical_error,0,1
T102316,C1307,915.65,5,0,1482,1,1,authentication_failure,0,1
T102317,C1812,1170.13,6,2,1189,1,0,expired_method,0,1
T102318,C1594,1510.56,4,2,1411,1,0,authentication_failure,0,1
T102319,C1723,4897.65,3,2,93,0,1,insufficient_funds,0,1
T102320,C1662,2188.35,5,1,1458,1,1,temporary_failure,0,1
T102321,C1549,812.62,6,1,672,1,1,temporary_failure,1,1
T102322,C1352,819.08,5,2,963,1,1,temporary_failure,0,1
T102323,C1312,728.68,3,0,91,0,1,expired_method,1,1
T102324,C1873,1152.41,8,1,810,1,1,checkout_abandoned,0,1
T102325,C1059,728.26,7,2,1219,1,1,temporary_failure,0,1
T102326,C1643,1912.41,6,2,98,1,1,insufficient_funds,0,1
T102327,C1714,184.45,1,1,169,0,1,checkout_abandoned,0,1
T102328,C1755,2000.95,2,6,1017,1,1,insufficient_funds,0,1
T102329,C1035,1646.71,1,3,379,0,1,temporary_failure,0,1
T102330,C1445,3453.2,4,2,571,1,1,expired_method,0,1
T102331,C1093,2585.29,1,0,188,0,0,insufficient_funds,0,1
T102332,C1207,802.09,3,2,741,0,1,expired_method,0,1
T102333,C1353,2376.12,6,1,1238,0,1,insufficient_funds,0,1
T102334,C1332,1180.8,2,1,524,0,0,insufficient_funds,0,1
T102335,C1817,313.96,7,1,125,1,1,temporary_failure,0,1
T102336,C1862,1508.88,8,2,1380,0,0,checkout_abandoned,1,1
T102337,C1725,838.66,3,2,410,0,0,temporary_failure,0,1
T102338,C1159,1339.65,7,4,308,1,1,insufficient_funds,0,1
T102339,C1024,4622.02,4,1,678,1,0,checkout_abandoned,1,1
T102340,C1404,1585.4,5,2,519,1,1,authentication_failure,0,1
T102341,C1805,624.53,10,3,1141,0,1,insufficient_funds,1,0
T102342,C1516,2760.9,6,1,61,1,1,checkout_abandoned,0,1
T102343,C1732,1757.96,6,1,1017,0,1,checkout_abandoned,1,1
T102344,C1364,571.71,2,1,1386,1,1,expired_method,0,1
T102345,C1382,401.55,4,0,549,1,0,technical_error,0,1
T102346,C1532,643.55,9,0,221,1,1,temporary_failure,0,1
T102347,C1152,2507.96,6,2,1142,0,0,expired_method,0,1
T102348,C1562,1068.27,2,1,779,1,0,authentication_failure,0,1
T102349,C1689,1423.48,5,0,1403,1,1,technical_error,0,1
T102350,C1608,490.83,6,1,741,0,1,expired_method,0,1
T102351,C1617,2559.11,4,0,538,0,0,insufficient_funds,0,1
T102352,C1420,295.48,8,1,1273,1,1,temporary_failure,0,1
T102353,C1250,819.31,5,2,733,0,0,expired_method,0,1
T102354,C1117,1833.25,2,1,1435,1,1,expired_method,0,1
T102355,C1866,577.11,3,5,1022,1,1,checkout_abandoned,0,1
T102356,C1512,2123.02,7,2,805,1,1,temporary_failure,0,1
T102357,C1740,697.92,4,0,1213,0,1,temporary_failure,1,1
T102358,C1578,534.03,5,1,1305,0,1,insufficient_funds,0,1
T102359,C1335,3515.23,6,0,938,0,0,insufficient_funds,0,1
T102360,C1418,1503.34,11,1,94,1,1,temporary_failure,0,1
T102361,C1774,1976.88,7,0,1334,1,1,expired_method,0,1
T102362,C1295,2874.57,7,3,430,1,1,technical_error,0,1
T102363,C1755,187.83,8,0,219,0,1,insufficient_funds,0,1
T102364,C1371,2156.17,5,2,1341,1,1,temporary_failure,0,1
T102365,C1186,756.9,11,3,71,0,1,temporary_failure,1,1
T102366,C1246,835.51,7,2,14,1,1,temporary_failure,0,1
T102367,C1637,1859.53,3,0,505,0,1,expired_method,0,1
T102368,C1268,1020.16,6,0,1140,0,0,technical_error,0,1
T102369,C1643,2092.03,3,2,740,0,0,checkout_abandoned,0,1
T102370,C1237,1299.02,4,1,1420,1,1,expired_method,0,1
T102371,C1530,1519.53,5,0,188,1,1,checkout_abandoned,0,1
T102372,C1552,927.35,11,0,1099,0,1,checkout_abandoned,0,1
T102373,C1021,602.63,5,0,538,0,1,insufficient_funds,1,1
T102374,C1737,768.75,3,0,1420,0,1,insufficient_funds,0,1
T102375,C1867,1240.02,5,2,396,0,1,temporary_failure,0,1
T102376,C1794,5313.09,7,0,561,1,1,expired_method,0,1
T102377,C1520,4039.72,9,1,345,0,1,expired_method,0,1
T102378,C1100,820.59,11,0,597,1,1,checkout_abandoned,0,1
T102379,C1752,1401.35,5,0,767,1,1,insufficient_funds,0,1
T102380,C1478,1079.45,7,1,1084,0,1,temporary_failure,0,1
T102381,C1599,1476.9,3,1,650,1,1,temporary_failure,0,1
T102382,C1298,1626.5,5,0,316,1,1,insufficient_funds,0,1
T102383,C1526,1989.5,3,1,1293,1,1,authentication_failure,1,1
T102384,C1334,152.04,7,1,730,0,0,checkout_abandoned,0,1
T102385,C1002,1763.18,7,0,220,0,1,checkout_abandoned,0,1
T102386,C1375,993.08,6,2,1464,1,1,checkout_abandoned,0,1
T102387,C1293,789.42,7,1,944,0,0,insufficient_funds,1,0
T102388,C1837,2430.11,4,3,58,1,1,technical_error,0,1
T102389,C1553,4024.35,3,1,450,0,1,insufficient_funds,1,0
T102390,C1318,2245.65,6,0,255,0,1,temporary_failure,0,1
T102391,C1502,907.86,1,1,560,1,1,expired_method,1,1
T102392,C1828,597.64,2,1,461,0,1,expired_method,0,1
T102393,C1381,140.52,5,0,1178,0,1,expired_method,0,1
T102394,C1623,1535.92,6,4,664,0,1,authentication_failure,0,1
T102395,C1014,2067.84,4,1,256,0,0,authentication_failure,0,1
T102396,C1504,1240.91,4,2,370,0,1,expired_method,0,1
T102397,C1231,2698.12,9,0,677,1,0,expired_method,0,1
T102398,C1084,497.63,9,1,25,1,1,authentication_failure,0,1
T102399,C1130,1178.0,2,1,399,0,1,temporary_failure,1,1
T102400,C1743,1110.18,6,1,357,1,1,authentication_failure,0,1
T102401,C1838,1233.26,8,3,937,1,0,temporary_failure,0,1
T102402,C1145,3216.18,7,1,290,1,1,technical_error,0,1
T102403,C1891,1238.14,6,3,154,1,0,insufficient_funds,0,1
T102404,C1857,1073.74,5,2,55,0,1,expired_method,0,1
T102405,C1028,663.47,4,2,472,0,0,authentication_failure,0,1
T102406,C1066,3627.99,7,1,830,0,1,insufficient_funds,0,1
T102407,C1163,457.88,8,4,1403,1,1,temporary_failure,1,1
T102408,C1229,884.7,3,1,1340,1,0,checkout_abandoned,0,1
T102409,C1261,4771.68,2,2,1435,1,0,insufficient_funds,1,0
T102410,C1449,1902.99,3,1,503,1,0,temporary_failure,0,1
T102411,C1424,1319.31,6,1,1376,0,1,checkout_abandoned,0,1
T102412,C1460,1361.4,8,1,142,1,0,temporary_failure,0,1
T102413,C1676,658.67,8,2,1351,0,1,technical_error,0,1
T102414,C1301,1272.33,5,2,277,1,0,insufficient_funds,0,1
T102415,C1303,1030.3,4,0,602,0,0,checkout_abandoned,0,1
T102416,C1287,1532.6,4,1,679,0,0,insufficient_funds,0,1
T102417,C1395,432.82,3,1,988,0,1,temporary_failure,0,1
T102418,C1010,1805.13,6,1,233,1,0,checkout_abandoned,0,1
T102419,C1707,2871.16,10,5,921,1,1,expired_method,0,1
T102420,C1630,1149.56,10,3,11,0,1,authentication_failure,0,1
T102421,C1270,2176.17,4,3,981,0,1,expired_method,0,1
T102422,C1592,1690.47,4,1,646,0,1,expired_method,0,1
T102423,C1605,849.12,5,4,1274,0,1,insufficient_funds,0,1
T102424,C1778,605.53,3,2,126,0,0,checkout_abandoned,1,1
T102425,C1844,672.64,5,0,446,1,1,authentication_failure,0,1
T102426,C1862,1668.48,6,0,320,1,1,temporary_failure,0,1
T102427,C1361,1284.2,4,1,1249,1,1,checkout_abandoned,1,1
T102428,C1257,3485.34,4,0,1022,0,0,insufficient_funds,0,1
T102429,C1133,2423.95,5,1,226,1,1,authentication_failure,0,1
T102430,C1276,2420.16,4,3,580,0,0,expired_method,1,1
T102431,C1776,1631.59,4,1,354,0,1,insufficient_funds,1,0
T102432,C1683,650.9,5,0,87,0,1,expired_method,0,1
T102433,C1513,1709.58,4,0,1152,1,0,temporary_failure,1,1
T102434,C1313,1405.14,2,1,1463,1,1,checkout_abandoned,0,1
T102435,C1576,570.33,4,1,1352,1,1,authentication_failure,1,0
T102436,C1886,3319.14,2,2,1240,0,1,authentication_failure,0,1
T102437,C1284,3061.67,5,2,1355,1,0,temporary_failure,0,1
T102438,C1121,567.87,10,1,606,1,0,authentication_failure,1,1
T102439,C1107,830.19,1,1,1037,0,0,expired_method,1,1
T102440,C1687,886.73,4,0,678,0,1,authentication_failure,0,1
T102441,C1204,2116.22,2,1,1210,1,1,expired_method,1,1
T102442,C1165,1941.17,4,4,1382,1,1,temporary_failure,0,1
T102443,C1305,1384.79,2,3,908,1,1,technical_error,0,1
T102444,C1497,1644.83,3,2,319,0,0,temporary_failure,1,1
T102445,C1632,509.93,8,2,1113,0,1,checkout_abandoned,0,1
T102446,C1556,1782.94,5,1,53,1,1,temporary_failure,0,1
T102447,C1824,1241.82,2,5,925,1,1,authentication_failure,1,0
T102448,C1156,804.9,4,0,462,0,1,temporary_failure,0,1
T102449,C1367,424.38,3,1,1017,1,1,insufficient_funds,0,1
T102450,C1719,1366.79,7,1,739,0,0,temporary_failure,1,1
T102451,C1620,1750.61,10,1,1232,0,0,technical_error,0,1
T102452,C1251,373.58,7,0,1241,0,0,insufficient_funds,1,1
T102453,C1882,1358.13,6,0,203,1,1,temporary_failure,1,1
T102454,C1334,1468.03,1,0,1045,0,1,authentication_failure,0,1
T102455,C1642,883.89,4,0,963,1,1,insufficient_funds,0,1
T102456,C1511,1780.91,4,1,726,1,0,technical_error,0,1
T102457,C1293,1212.58,8,0,1422,1,0,insufficient_funds,0,1
T102458,C1020,1656.36,8,2,1159,0,0,insufficient_funds,0,1
T102459,C1282,1999.57,4,3,357,1,1,insufficient_funds,1,0
T102460,C1797,2000.41,3,2,1105,1,0,technical_error,0,1
T102461,C1001,2871.57,6,0,449,0,1,authentication_failure,0,1
T102462,C1119,1726.31,2,0,741,0,0,authentication_failure,0,1
T102463,C1035,936.57,2,1,311,1,1,checkout_abandoned,0,1
T102464,C1198,823.99,4,0,358,0,1,technical_error,0,1
T102465,C1485,603.36,4,1,130,0,1,checkout_abandoned,0,1
T102466,C1757,1500.25,9,3,795,1,0,technical_error,0,1
T102467,C1059,3608.27,5,1,1333,1,1,expired_method,0,1
T102468,C1837,1023.68,7,2,564,0,0,temporary_failure,0,1
T102469,C1161,1876.58,5,3,217,0,1,temporary_failure,1,1
T102470,C1691,761.88,2,0,483,0,0,technical_error,0,1
T102471,C1206,1550.14,7,0,223,0,0,checkout_abandoned,0,1
T102472,C1012,3444.42,3,0,1368,0,1,authentication_failure,0,1
T102473,C1490,2241.02,9,2,86,0,0,temporary_failure,0,1
T102474,C1276,412.36,6,1,1183,0,1,expired_method,0,1
T102475,C1693,2054.98,4,2,261,1,0,checkout_abandoned,1,1
T102476,C1242,2126.37,5,1,581,0,1,expired_method,0,1
T102477,C1216,1525.56,3,1,222,0,1,authentication_failure,0,1
T102478,C1251,2209.77,3,3,507,1,1,insufficient_funds,0,1
T102479,C1811,716.85,6,1,714,0,1,expired_method,1,1
T102480,C1126,1404.52,2,2,38,1,1,technical_error,0,1
T102481,C1217,3079.83,7,2,906,1,1,expired_method,0,1
T102482,C1306,2878.32,9,0,82,1,0,technical_error,0,1
T102483,C1797,2020.37,4,2,798,0,1,insufficient_funds,1,0
T102484,C1185,690.73,5,0,215,0,1,temporary_failure,1,1
T102485,C1039,613.79,1,0,61,0,0,checkout_abandoned,0,1
T102486,C1223,1459.59,8,0,1012,0,0,checkout_abandoned,1,1
T102487,C1184,1533.92,2,0,331,1,0,checkout_abandoned,0,1
T102488,C1495,1242.3,5,1,636,1,1,authentication_failure,0,1
T102489,C1427,732.46,5,0,1259,1,1,checkout_abandoned,0,1
T102490,C1178,1858.86,5,1,1095,0,1,technical_error,0,1
T102491,C1428,1454.8,12,1,28,1,1,temporary_failure,0,1
T102492,C1294,1664.65,2,2,320,0,1,temporary_failure,1,1
T102493,C1852,2090.33,2,2,600,1,0,temporary_failure,0,1
T102494,C1151,1090.9,6,3,1474,0,1,technical_error,0,1
T102495,C1384,928.37,7,1,532,1,0,insufficient_funds,1,1
T102496,C1638,3073.81,4,0,665,0,1,temporary_failure,0,1
T102497,C1813,758.98,4,2,94,0,1,temporary_failure,0,1
T102498,C1308,942.11,6,3,967,1,0,insufficient_funds,0,1
T102499,C1336,3380.19,5,0,12,1,0,checkout_abandoned,0,1
T102500,C1746,888.68,6,1,780,1,1,checkout_abandoned,0,1
T102501,C1892,1243.94,4,0,1276,0,0,technical_error,0,1
T102502,C1375,983.41,6,3,414,0,1,checkout_abandoned,0,1
T102503,C1008,351.63,7,3,1076,0,1,temporary_failure,1,1
T102504,C1341,1221.11,4,1,242,1,1,checkout_abandoned,0,1
T102505,C1129,627.68,3,4,517,0,1,insufficient_funds,0,1
T102506,C1776,1621.22,5,4,1383,1,0,checkout_abandoned,0,1
T102507,C1669,3069.37,4,2,1473,1,1,insufficient_funds,1,0
T102508,C1352,254.52,4,1,925,1,1,insufficient_funds,0,1
T102509,C1358,987.14,7,0,1196,1,1,temporary_failure,0,1
T102510,C1517,1880.4,9,6,1332,1,1,technical_error,0,1
T102511,C1495,260.47,0,1,995,0,1,expired_method,0,1
T102512,C1086,3648.97,2,0,30,0,1,authentication_failure,0,1
T102513,C1175,1780.98,4,3,1043,0,1,temporary_failure,1,1
T102514,C1802,3018.18,4,1,54,0,0,expired_method,0,1
T102515,C1193,877.47,3,2,614,0,1,technical_error,0,1
T102516,C1311,960.55,2,2,1036,1,1,temporary_failure,0,1
T102517,C1119,1187.13,8,1,52,0,1,temporary_failure,0,1
T102518,C1218,6658.55,8,3,1213,1,1,expired_method,0,1
T102519,C1427,3599.6,3,2,306,1,1,insufficient_funds,0,1
T102520,C1414,1479.21,5,0,386,1,1,insufficient_funds,0,1
T102521,C1114,1621.0,6,0,1140,0,1,temporary_failure,0,1
T102522,C1145,2156.36,4,1,946,1,1,authentication_failure,0,1
T102523,C1538,8051.92,4,2,726,1,1,technical_error,0,1
T102524,C1648,1784.76,4,2,1463,0,1,temporary_failure,1,0
T102525,C1303,1386.41,6,1,645,1,1,authentication_failure,0,1
T102526,C1744,1039.04,6,2,1146,0,1,authentication_failure,1,0
T102527,C1881,1597.49,5,1,386,0,1,expired_method,0,1
T102528,C1588,862.41,2,2,56,0,1,authentication_failure,1,0
T102529,C1840,1943.16,1,2,1317,0,1,temporary_failure,0,1
T102530,C1345,457.4,5,1,340,1,1,checkout_abandoned,0,1
T102531,C1814,1101.72,2,1,245,0,0,temporary_failure,0,1
T102532,C1801,2323.84,7,1,871,0,1,insufficient_funds,0,1
T102533,C1001,1766.65,7,0,294,1,0,expired_method,0,1
T102534,C1147,946.75,3,1,763,1,0,technical_error,0,1
T102535,C1287,1125.5,10,0,1473,0,0,insufficient_funds,1,1
T102536,C1654,2911.73,8,1,1282,1,0,checkout_abandoned,0,1
T102537,C1053,540.34,6,1,725,0,0,technical_error,1,0
T102538,C1304,542.7,2,3,721,1,0,expired_method,0,1
T102539,C1069,666.99,5,0,1090,1,1,technical_error,0,1
T102540,C1361,1328.75,9,2,446,0,1,checkout_abandoned,0,1
T102541,C1602,484.18,5,1,1107,0,1,temporary_failure,0,1
T102542,C1220,2737.37,6,1,128,0,1,temporary_failure,0,1
T102543,C1704,669.67,11,3,580,0,1,checkout_abandoned,0,1
T102544,C1575,1584.88,3,0,1324,0,0,insufficient_funds,1,0
T102545,C1585,867.57,7,2,957,0,0,insufficient_funds,0,1
T102546,C1161,1275.22,6,1,1366,0,1,technical_error,0,1
T102547,C1681,402.42,11,1,67,0,1,technical_error,0,1
T102548,C1089,2838.38,5,1,509,0,1,temporary_failure,0,1
T102549,C1688,651.24,8,2,740,0,1,expired_method,0,1
T102550,C1781,602.05,4,0,1291,1,1,technical_error,0,1
T102551,C1585,7976.51,6,2,805,1,0,checkout_abandoned,0,1
T102552,C1757,2029.88,3,1,491,0,0,checkout_abandoned,1,0
T102553,C1589,2756.76,6,2,335,0,1,temporary_failure,1,1
T102554,C1159,1889.69,8,1,1096,0,1,authentication_failure,0,1
T102555,C1489,953.98,2,0,1213,1,0,authentication_failure,0,1
T102556,C1324,502.63,4,4,240,1,1,temporary_failure,0,1
T102557,C1610,1070.5,3,0,1197,1,1,checkout_abandoned,0,1
T102558,C1381,643.15,4,0,1393,0,0,expired_method,0,1
T102559,C1102,672.78,8,1,1243,1,1,authentication_failure,0,1
T102560,C1494,408.55,8,2,1479,1,1,expired_method,1,1
T102561,C1644,1459.51,1,3,564,0,0,temporary_failure,0,1
T102562,C1614,4359.27,4,0,432,1,1,insufficient_funds,0,1
T102563,C1019,2035.72,7,3,1166,0,1,expired_method,1,1
T102564,C1454,1237.26,6,0,739,0,1,temporary_failure,0,1
T102565,C1482,1299.29,9,1,212,0,1,temporary_failure,0,1
T102566,C1594,136.21,7,1,699,0,1,authentication_failure,0,1
T102567,C1397,974.69,10,2,793,1,1,temporary_failure,1,1
T102568,C1279,459.43,6,0,462,1,1,temporary_failure,0,1
T102569,C1851,1481.5,12,0,1036,0,0,technical_error,1,1
T102570,C1365,1102.15,8,2,1122,0,1,temporary_failure,0,1
T102571,C1331,697.86,3,1,1084,0,1,expired_method,0,1
T102572,C1641,1456.69,3,1,1486,1,1,temporary_failure,0,1
T102573,C1344,1447.31,8,1,681,0,0,technical_error,0,1
T102574,C1822,4183.77,2,2,1030,1,0,insufficient_funds,0,1
T102575,C1455,2241.3,4,1,489,1,0,temporary_failure,0,1
T102576,C1601,1576.13,4,0,1166,0,0,checkout_abandoned,0,1
T102577,C1725,658.1,5,1,1280,0,1,checkout_abandoned,0,1
T102578,C1655,598.8,6,1,895,0,1,technical_error,0,1
T102579,C1065,2098.83,4,3,405,0,0,checkout_abandoned,0,1
T102580,C1076,1152.8,7,1,168,0,1,temporary_failure,0,1
T102581,C1711,1614.89,7,1,474,1,1,insufficient_funds,0,1
T102582,C1143,2789.17,6,1,1183,0,1,expired_method,0,1
T102583,C1828,430.59,3,1,580,0,1,checkout_abandoned,0,1
T102584,C1605,3819.12,6,2,1023,0,1,authentication_failure,0,1
T102585,C1473,2771.2,4,0,1341,1,0,checkout_abandoned,0,1
T102586,C1417,286.91,5,1,568,0,1,temporary_failure,1,1
T102587,C1305,7822.97,4,2,991,1,1,insufficient_funds,0,1
T102588,C1736,1704.51,5,0,1030,1,1,insufficient_funds,0,1
T102589,C1497,935.51,6,3,1338,1,0,technical_error,0,1
T102590,C1291,1976.92,3,1,1345,1,1,temporary_failure,0,1
T102591,C1102,643.48,5,0,552,0,1,checkout_abandoned,0,1
T102592,C1267,2017.46,3,3,256,0,1,temporary_failure,0,1
T102593,C1867,738.69,2,1,708,1,0,temporary_failure,0,1
T102594,C1622,6095.28,5,2,1268,1,1,expired_method,0,1
T102595,C1842,1401.19,8,0,1365,0,1,checkout_abandoned,1,1
T102596,C1777,2180.63,4,2,1204,0,1,authentication_failure,0,1
T102597,C1003,742.82,4,0,602,0,0,authentication_failure,0,1
T102598,C1085,2470.98,6,0,851,1,1,checkout_abandoned,0,1
T102599,C1794,1326.85,0,0,1398,1,1,expired_method,1,1
T102600,C1328,464.57,4,0,1038,0,0,authentication_failure,0,1
T102601,C1816,1119.83,3,3,525,0,0,authentication_failure,0,1
T102602,C1450,5700.64,4,0,496,0,1,authentication_failure,0,1
T102603,C1454,2550.98,4,2,664,1,1,authentication_failure,0,1
T102604,C1629,1008.05,7,1,907,1,1,expired_method,1,1
T102605,C1221,329.68,6,2,1466,1,1,technical_error,0,1
T102606,C1154,717.4,6,4,321,1,1,technical_error,0,1
T102607,C1665,466.45,4,1,1288,0,1,authentication_failure,0,1
T102608,C1012,335.71,5,1,733,1,0,insufficient_funds,0,1
T102609,C1133,2414.37,4,3,1313,1,1,insufficient_funds,1,1
